1600,6070,15,129.73,7.49
1525,2205,0,133.8,
800,3020,0,141.45,8
300,161,1,142.48,16
170,671,0,140.97,6.67
20,45,6,112.5,9
20,27,1,77.14,7
825,366,0,185.79,
30,13,3,144.44,9.36
800,199,48,155.47,7.43
1750,274,6,149.73,10
20,18,5,120,13.41
20,183,0,147.58,
1200,57,145,86.36,6.63
30,609,174,111.54,7.85
75,3,16,75,
20,66,5,103.13,9.2
150,75,28,115.38,9.44
50,1000,19,110.68,7.92
20,3,8,60,7.93
